Id,Code,Name,NewSectorName,NewSubSectorName,NewIndustryName,NewSubIndustryName,SectorName,SubSectorName,BoardRecording,HeadOffice,Phone,RepresentativeName,WebsiteUrl,Address,TotalEmployees,ExchangeAdministration,Npwp,Npkp,IsActive,ListingDate,AnnualDividend,GeneralInformation,Fax,FoundingDate,CompanyEmail

432,RIGS,Rig Tenders Indonesia Tbk.,Energi,"Minyak, Gas & Batu Bara",Batu Bara,Distribusi Batu Bara,"INFRASTRUCTURE, UTILITIES & TRANSPORTATION",Transportation,2,Jakarta Selatan,021 - 29668488,Diah Triani Puspitasari // rtacc@rigtenders.co.id // (021) 2966-8488,www.rigtenders.co.id,Gedung Tetra Pak Jl. Buncit Raya Kav. 100 Jakarta Selatan 12510,586,PT. Sinartama Gunita,01.002.171.5-054.000,-,True,26 Mar 1990,0.0,"PT Rig Tenders Tbk (IDX: RIGS) didirikan pada 22 Januari 1974. Kegiatan Perusahaan dan entitas anak meliputi usaha dalam bidang penyewaan kapal dan tongkang terutama untuk kegiatan industri minyak dan gas lepas pantai dan jasa pengangkutan batu bara. Perusahaan mulai beroperasi secara komersial pada tahun 1974. Induk perusahaan adalah Scomi Energy Services Berhad. Adapun perusahaan resmi listing di BEI pada tanggal dan beralamat di Generali Tower, Gran Rubina Business Park, 18th floor, Unit D. Kawasan Rasuna Epicentrum, Jl. HR Rasuna Said, Jakarta Selatan 12940.",021 - 29668479,22 January 1974,rtacc@rigtenders.co.id

433,RIMO,Rimo International Lestari Tbk,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,"TRADE, SERVICES, & INVESTMENT",Retail Trade,2,Jakarta,021-2500677,Ade Tutut Tunggal.R // ade_tutut@yahoo.com // (021) 3519555,-,"Mayapada Tower II Lantai 22 Jl Jend Sudirman Kav. 27 Jakarta 12920",176,PT. Ficomindo Buana Registrar,-,-,True,10 Nov 2000,0.0,"PT Rimo International Lestari Tbk (IDX: RIMO) didirikan pada tanggal 25 Maret 1987 dengan nama PT. Rimo Catur Lestari Tbk. Perusahaan menjalankan usahanya dalam bidang retail departemen store dengan nama ""RIMO"". Pada tanggal 21 Juli 2014, Perusahaan merubah namanya menjadi PT. Rimo International Lestari Tbk dan di bulan Maret 2017, RIMO mengalami tranformasi bisnis besar untuk menjadi perusahaan penanaman modal real estate dengan mengakusisi PT. Hokindo Properti Investama. Per 1 Juli 2019, perusahaan telah melakukan perubahan kegiatan usaha utamanya dari industri perdagangan eceran menjadi industri properti dan real estat. Perusahaan resmi listing di BEI pada tanggal 10 November 2000 dan beralamat di Ambassade Residence Lt. 1 Jl. Denpasar Raya Kav. 5 - 7 Jakarta Selatan 12950.",021-2500667,25 March 1987,-

1032,RISE,Jaya Sukses Makmur Sentosa Tbk.,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar","PROPERTY, REAL ESTATE AND BUILDING CONSTRUCTION",Property and Real Estate,1,"Jl. Ruko Sentral Square C3, Jl. Ahmad Yani 41-43, Desa Gedangan, Kecamatan Gedangan, Kabupaten Sidoarjo",031 8544400,Wawan Heri Purnomo // wawan@tancorp.id // 031 8544400,http://www.tanrise.com,"Jl. Ruko Sentral Square C3, Jl. Ahmad Yani 41-43, Desa Gedangan, Kecamatan Gedangan, Kabupaten Sidoarjo",-,PT. Bima Registra,02.210.878.1-641.000,-,True,09 Jul 2018,0.0,"PT Jaya Sukses Makmur Sentosa Tbk (IDX: RISE) perusahaan bergerak dalam kegiatan usaha pengembangan jasa dan pengelolaan Properti Real Estate. Operasional perusahaan dimulai sejak 2003 di Kabupaten Sidoarjo, Jawa Timur. Dimulai dengan mengembangkan Tritan Point Warehouse yang terdiri dari pergudangan dan rumah toko (ruko) di beberapa kota besar di Indonesia, seperti Surabaya, Sidoarjo, Malang, Medan dan Bandung. Perusahaan resmi listing di BEI pada tanggal 09 Juli 2018 dan beralamat di Jl. Ruko Sentral Square C3, Jl. Ahmad Yani 41-43, Desa Gedangan, Kecamatan Gedangan, Kabupaten Sidoarjo.",031 8545792,23-Mei-2003,corsec@tanrise.com

435,RMBA,Bentoel Internasional Investama Tbk.,Barang Konsumen Primer,Rokok,Rokok,Rokok,"TRADE, SERVICES, & INVESTMENT",Investment Company,1,Jakarta Selatan,(021) 5268388,Dinar Shinta Ulie // dinar_shinta_ulie@bat.com // (021) 5268388,www.bentoelgroup.com,"Capital Place Office Tower Lantai 6, Jalan Gatot Subroto Kavling 18, Jakarta Selatan 12710",5739,PT. Datindo Entrycom,01.329.700.7-054.000,-,True,05 Mar 1990,0.0,"PT Bentoel Internasional Investama Tbk (IDX: RMBA) Perusahaan adalah produsen rokok di Indonesia. Perusahaan adalah anggota British American Tobacco Group. Perusahaan juga memasarkan beragam produk di segmen kretek mesin, kretek buatan tangan dan rokok putih. Portofolio perusahaan mencakup merek local, seperti; Sejati, Star Mild, Club Mild, Neo Mild, Tali Jagat, Bintang Buana, dan Uno Mild serta merek global seperti Dunhill, Lucky Strike, Ardath, Pall Mall dan Dunhill Mild. Perusahaan resmi listing di BEI pada tanggal 05 Maret 1990 dan beralamat di Capital Place Office Tower Lantai 6, Jalan Gatot Subroto Kavling 18, Jakarta Selatan 12710.",(021) 22770111,11 April 1987,id_corpsec@bat.com

1217,RMKE,RMK Energy Tbk.,Energi,"Minyak, Gas & Batu Bara",Batu Bara,Distribusi Batu Bara,MINING,Others,1,"Wisma RMK Lantai 2 Jalan Puri Kencana Blok M4/1 RT/RW 002/007 Kembangan Selatan, Jakarta Barat DKI Jakarta 11610",(021) 582 2555,,Muhtar // corsec@rmkenergy.com // (021) 582 2555,-,-,PT. Adimitra Jasa Korpora.,21.103.657.9-086.000,-,True,07-Des-2021,0.0,"PT RMK Energy Tbk (IDX: RMKE) didirikan pada tahun 2009. Perusahaan bergerak dalam bidang perdagangan batu bara dan jasa pembongkaran, pemuatan, dan penghancuran batu bara. Perusahaan resmi listing di BEI pada tanggal 07 Desember 2021 dan beralamat di Wisma RMK Lantai 2 Jl. Puri Kencana Blok M4/1 RT/RW 002/007 Kembangan Selatan, Jakarta Barat 11610.",(021) 582 2555,June-2009,rmk@ptrmk.com

1337,RMKO,Royaltama Mulia Kontraktorindo Tbk.,Energi,"Minyak, Gas & Batu Bara","Pendukung Minyak, Gas & Batu Bara","Jasa & Perlengkapan Minyak, Gas, & Batu Bara",MINING,Others,2,Wisma RMK Jl. Puri Kencana Blok M4 No. 1 Kembangan Selatan Jakarta Barat 11610,+62 21 5822 555,Nathania Pricilla Saputra // corsec@rmko.co.id // +62 21 5822 555,http://www.rmko.co.id/,"Wisma RMK, Jl. Puri Kencana Blok M4 No. 1, Kembangan Selatan, Jakarta Barat 11610",478,PT. Adimitra Jasa Korpora.,83.723.162.0-086.000,-,True,31-July-2023,0.0,"PT Royaltama Mulia Kontraktorindo Tbk (IDX: RMKO), Perseroan bergerak dibidang jasa penunjang pertambangan dan jasa penyewaan alat-alat berat. Grup Perseroan memiliki pengalaman lebih dari 15 tahun di bisnis pertambangan batu bara serta didukung dengan tenaga kerja yang kompeten dan ahli di bidangnya. Beberapa keahlian yang dimiliki Perseroan, antara lain; di bidang persiapan infrastruktur pertambangan, penambangan batu bara, persiapan dan pembangunan jalan pengangkutan, jasa pengangkutan batu bara serta persiapan infrastruktur emplasemen sampai pemuatan batu bara di emplasemen dan penyewaan alat-alat berat. Perseroan resmi listing di BEI pada tanggal 31 Juli 2023 dan beralamat di Wisma RMK, Jl. Puri Kencana Blok M4 No. 1, Kembangan Selatan, Jakarta Barat 11610",+62 21 5827 555,18-December-2017,corsec@rmko.co.id

1164,ROCK,Rockfields Properti Indonesia Tbk.,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,"PROPERTY, REAL ESTATE AND BUILDING CONSTRUCTION",Property and Real Estate,2,"Gedung Noble House Lantai 35, Jl. Dr. Ide Anak Agung Gde Agung Kav E.4.2 No. 2, Mega Kuningan, Jakarta Selatan 12950",+62 21 2978 3000,Clara Theresia // corsec@rockfields.co.id // +62 21 2978 3000,https://rockfields.co.id/,-,-,PT. Adimitra Jasa Korpora,03.344.468.8-063.000,-,True,10-Sep-2020,0.0,"PT Rockfields Properti Indonesia Tbk (IDX: ROCK) didirikan pada tanggal 16 Mei 2013 dengan nama PT. Nobel Properti Kencana. Perusahaan bergerak dalam bidang properti dan real estate melalui anak usahanya. Perusahaan resmi listing di BEI pada tanggal 10 September 2020 dan beralamat di Gedung Noble House Lantai 35, Jl. Dr. Ide Anak Agung Gde Agung Kav E.4.2 No. 2, Mega Kuningan, Jakarta Selatan 12950.",+62 21 2978 3001,2013,corsec@rockfields.co.id

436,RODA,Pikko Land Development Tbk.,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,FINANCE,Others,2,Jakarta,021-52970288,Silvana // kwan_silvana@yahoo.com // (021) 52970288,-,Sahid Sudirman Residence 3rd floor  Jl. Jend. Sudirman No. 86  Jakarta 10220,26,PT. Sirca Datapro Perdana,01.621.610.3-054.000,-,True,22 Okt 2001,0.0,PT Pikko Land Development Tbk (IDX: RODA) bergerak dalam bidang pengembangan dan penjualan real estat dan investasi pada saham dan beberapa aset properti seperti tanah dan unit apartemen. Perusahaan mulai beroperasi secara komersial pada tahun 1995. Thamrin District Bekasi merupakan salah satu proyek unggulan perusahaan. Adapun Perusahaan resmi listing di BEI pada tanggal 22 Oktober 2001 dan beralamat di Sahid Sudirman Residence 3rd floor Jl. Jend. Sudirman No. 86 Jakarta 10220.,021-29022888,15 October 1984,kwan_silvana@yahoo.com

1144,RONY,Aesler Grup Internasional Tbk.,Infrastruktur,Konstruksi Bangunan,Konstruksi Bangunan,Konstruksi Bangunan,"TRADE, SERVICES, & INVESTMENT",Others,2,"Noble House 36th Floor 3E Jl. Dr. Ide Anak Agung Gde Agung Kav. E 4.2 No.2 Mega Kuningan, Kel. Kuningan Timur, Kec. Setiabudi, JakSel, Indonesia 12950",+62 21 29183111,Dewi Sustiwi // corporate@aeslergroup.com // +62 21 29183111,https://www.aeslergroup.com/,-,-,PT. Datindo Entrycom,83.013.970.5-067.000,-,True,09-Apr-2020,0.0,"PT Aesler Grup Internasional Tbk (IDX: RONY) didirikan pada tanggal 4 Agustus 2017. Perusahaan bergerak di bidang aktitvitas arsitektur, penyelesaian konstruksi bangunan, aktivitas arsitektur dan keinsinyuran serta konsultasi teknis, dan aktivitas perancangan khusus. Perusahaan mulai beroperasi secara komersial pada tahun 2017. Perusahaan resmi listing di BEI pada tanggal 09 April 2020 dan beralamat di Noble House 36th Floor 3E Jl. Dr. Ide Anak Agung Gde Agung Kav. E 4.2 No.2 Mega Kuningan, Kel. Kuningan Timur, Kec. Setiabudi, JakSel, Indonesia 12950.",-,-,corporate@aeslergroup.com

437,ROTI,Nippon Indosari Corpindo Tbk.,Barang Konsumen Primer,Makanan & Minuman,Makanan Olahan,Makanan Olahan,CONSUMER GOODS INDUSTRY,Food & Beverages,1,"Jawa Barat, Bekasi","021- 89983876, 89844953",Sri Mulyana // sri@sariroti.com // (021) 8998-3876,www.sariroti.com,"Kawasan Industri MM2100, Jalan Selayar Blok A9 Cibitung, Bekasi 17520",-,-,01.070.996.2-057.000,-,True,28 Jun 2010,5.53,"PT Nippon Indosari Corpindo Tbk (IDX: ROTI) bergerak dalam bidang pembuatan, penjualan dan distribusi roti dengan merek dagang ""Sari Roti"". Perusahaan mulai beroperasi secara komersial pada tahun 1996. Perusahaan resmi listing di BEI pada tanggal 28 Juni 2010 dan beralamat di Jl. Selayar Blok A9, Kawasan Industri MM2100, Desa Mekarwangi, Cikarang Barat, Bekasi, Jawa Barat 17520.",021- 89844955,08 March 1995,sri@sariroti.com

1206,RSGK,Kedoya Adyaraya Tbk.,Kesehatan,Jasa & Peralatan Kesehatan,Penyedia Jasa Kesehatan,Penyedia Jasa Kesehatan,"TRADE, SERVICES, & INVESTMENT",Health Care,1,"RS Grha Kedoya Jalan Panjang Arteri No. 26, Kedoya Utara, Kebon Jeruk, Jakarta 11520",(021)29910999,Willy // corporate.secretary@grhakedoya.com // (021)29910999,https://grhahospitals.com/,-,-,PT. Raya Saham Registra,015394174038000,-,True,08-Sep-2021,0.0,"PT Kedoya Adyaraya Tbk (IDX: RSGK) didirikan pada tanggal 11 Juni 1990. Perusahaan bergerak dalam bdiang jasa kesehatan. Saat ini, Perusahaan bersama anak usahanya mengoperasikan 2 (dua) rumah sakit umum yaitu RS Grha Kedoya yang didirikan pada tahun 2009 dan RS Grha MM2100 yang diakuisisi pada tahun 2018. Perusahaan resmi listing di BEI pada tanggal 08 September 2021 dan beralamat di RS Grha Kedoya Jalan Panjang Arteri No. 26, Kedoya Utara, Kebon Jeruk, Jakarta 11520.",(021)56982233,2011,corporate.secretary@grhakedoya.com

438,RUIS,Radiant Utama Interinsco Tbk.,Energi,"Minyak, Gas & Batu Bara","Pendukung Minyak, Gas & Batu Bara","Jasa & Perlengkapan Minyak, Gas, & Batu Bara","TRADE, SERVICES, & INVESTMENT",Others,2,Jakarta,7191020,Mona Nazaruddin // mona.nazaruddinl@radiant.co.id  // (021) 7191020,www.radiant.co.id,Kapten Tendean No. 24  Jakarta 12720,307,PT. Datindo Entrycom,01.371.814.3-054.000,-,True,12 Jul 2006,10.0,"PT Radiant Utama Interinsco Tbk (IDX: RUIS) perusahaan bergerak dalam industri minyak dan gas bumi yang meliputi instalasi jasa teknik dan bidang teknis minyak, gas dan energi; Sertifikasi mutu Jasa; layanan survei lapangan minyak, gas dan energi. ; Perdagangan (distributor) peralatan dan material bidang minyak dan gas bumi; jasa penyewaan peralatan untuk pertambangan minyak dan gas; layanan perbaikan dan pemeliharaan instalasi pertambangan minyak dan gas bumi. Perusahaan tergabung dalam Grup Radiant Utama. Perusahaan resmi listing di BEI pada tanggal 12 Juli 2006 dan beralamat di Gedung Radiant Group Jl. Kapten Tendean No. 24, Mampang Prapatan, Jakarta Selatan 12720.",7191002; 7191061,22 August 1984,corsec@radiant.co.id; coki@radiant.co.id

1207,RUNS,Global Sukses Solusi Tbk.,Teknologi,Perangkat Lunak & Jasa TI,Perangkat Lunak,Perangkat Lunak,"TRADE, SERVICES, & INVESTMENT",Computer And Services,3,"Grha RUN System Jl. Pakuningratan No. 15, Yogyakarta, 55233",(0274) 5306454,Nizar // corporate.secretary@runsystem.id // (0274) 5306454,https://runsystem.id/,-,-,PT. Sinartama Gunita,70.935.416.1-542.000,-,True,08-Sep-2021,0.0,"PT Global Sukses Solusi Tbk (IDX: RUNS) didirikan pada tanggal 31 Mei 2014. Perusahaan bergerak di bidang penyedia solusi perangkat lunak Enterprise Resource Planning (ERP), Custom Application Development (CAD) dan layanan profesional yang terintegrasi dari proses bisnis hulu ke hilir untuk segala bisnis dari skala menengah hingga besar dengan nama merek ""RUN System"". Perusahaan resmi listing di BEI pada tanggal 08 September 2021 dan beralamat di Grha RUN System Jl. Pakuningratan No. 15, Yogyakarta, 55233.",-,2013,corporate.secretary@runsystem.id

439,SAFE,Steady Safe Tbk,Transportasi & Logistik,Transportasi,Pengangkutan Darat Penumpang,Transportasi Jalanan,"INFRASTRUCTURE, UTILITIES & TRANSPORTATION",Transportation,2,Jakarta Selatan,021-27883411,Efris Indria Y.A // steady_safetbk@yahoo.com // (021) 3153333,www.steadysafe.co.id,"Gedung Satrio Tower Lt.15 Jl. Prof. DR Satrio Kav 1-4 Blok C4 Karet Kuningan - Jak Sel",243,PT. Sinartama Gunita,01.000.927.2-054.000,-,True,15 Agt 1994,0.0,"PT Steady Safe Tbk (IDX: SAFE) bergerak dalam bidang jasa transportasi (taksi dan bus), bengkel, perdagangan dan real estat. Sampai saat ini, Perseroan belum memulai aktivitasnya dalam kegiatan perdagangan dan real estat. Perusahaan memulai operasi komersialnya pada tahun 1972, yang mencakup wilayah Jabotabek. Perusahaan resmi listing di BEI pada tanggal 15 Agustus 1994 dan beralamat di Gedung Satrio Tower Lt.15 Jl. Prof. DR Satrio Kav 1-4 Blok C4 Karet Kuningan - Jak Sel.",021-27883410,21 December 1971,steady_safetbk@yahoo.com

1311,SAGE,Saptausaha Gemilangindah Tbk.,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,"PROPERTY, REAL ESTATE AND BUILDING CONSTRUCTION",Property and Real Estate,2,"Jl. Kramat Raya No. 32-34 Kel. Kramat Kec. Senen, Jakarta Pusat, DKI Jakarta 10450 Telp.: +6221 391 6338",+6221 391 6338,Cindy Veronica Jong // corsec@saptagroup.com // +6221 391 6338,https://www.saptagroup.com/,"Jl. Kramat Raya No. 32-34 Kel. Kramat Kec. Senen, Jakarta Pusat, DKI Jakarta 10450",23,PT. Adimitra Jasa Korpora.,01.577.929.1-023.000,-,True,08-Maret-2023,0.0,"PT Saptausaha Gemilangindah Tbk (IDX: SAGE) Perseroan didirikan dengan nama PT Saptausaha Gemilangindah pada tanggal 29 Juli 1992 dan mulai beroperasi komersial sejak tahun 2017. Kegiatan usaha utama Perseroan adalah bergerak dalam bidang real estat. Saat ini Perseroan sedang mengembangkan kawasan residensial dan komersial dengan lahan seluas 6,5 Ha di daerah Cibinong, Bogor. Adapun kawasan tersebut merupakan bagian dari rencana master plan Cibinong New City seluas total 125 Ha, dimana di dalam area tersebut akan dibangun juga Central Business District, meliputi perkantoran, ruko, pasar modern, pusat perbelanjaan, hotel, dan apartemen. Perseroan resmi listing di BEI pada tanggal 08 Maret 2023 dan beralamat di Jl. Kramat Raya No. 32-34 Kel. Kramat Kec. Senen, Jakarta Pusat, DKI Jakarta 10450",+6221 319 5557,29-Juli-1992,corsec@saptagroup.com

441,SAME,Sarana Meditama Metropolitan Tbk.,Kesehatan,Jasa & Peralatan Kesehatan,Penyedia Jasa Kesehatan,Penyedia Jasa Kesehatan,"TRADE, SERVICES, & INVESTMENT",Health Care,2,Jakarta Timur,(021) 29779999,Hassan Themas // corsec@omni-hospitals.com // (021) 2977-9999,www.omni-hospitals.com,"Jl. Pulomas Barat VI No. 20 Kayu Putih, Pulo Gadung, Jakarta Timur 13210",-,PT. Bima Registra,01.391.523.6-054.000,-,True,11 Jan 2013,7.0,"PT Sarana Meditama Metropolitan Tbk (IDX: SAME) perusahaan bersama entitas anak bergerak di bidang medis atau rumah sakit di Indonesia. Perusahaan dikenal sebagai pemilik dan pengelola RS OMNI atau OMNI Hospital. Adapun PT Elang Mahkota Teknologi Tbk (IDX: EMTK) selaku pemegang mayoritas saham perseroan (76,36%). Perseroan resmi listing di BEI pada tanggal 11 Januari 2013 dan beralamat di Jl. Pulomas Barat VI No. 20 Kayu Putih, Pulo Gadung, Jakarta Timur 13210.",(021) 53129216,13 November 1984,corsec@omni-hospitals.com

1139,SAMF,Saraswanti Anugerah Makmur Tbk.,Barang Baku,Barang Baku,Barang Kimia,Barang Kimia Pertanian,BASIC INDUSTRY AND CHEMICALS,Chemicals,2,"Surya Inti Permata Juanda Super Blok A-52, Jl. Raya Juanda, Wedi, Gedangan, Sidoarjo, Jawa Timur",(031) 82516888,Dadang Suryanto // corsec@saraswanti.com // (031) 82516888,https://www.saraswantifertilizer.com,-,-,PT. Adimitra Jasa Korpora,01.829.333.2-641.000,-,True,31-Mar-2020,0.0,"PT Saraswanti Anugerah Makmur Tbk (IDX: SAMF) didirikan pada tanggal 18 Juni 1998. Perusahaan bergerak dibidang produksi, pemasaran dan perdagangan pupuk buatan majemuk hara makro primer baik secara langsung maupun tidak langsung melalui anak perusahaan. Merek pupuk yang diperdagangkan perusahaan diantaranya Fertindo, Pupindo, Dupan. Perusahaan resmi listing di BEI pada tanggal 31 Maret 2020 dan beralamat di Surya Inti Permata Juanda Super Blok A- 52, Jl. Raya Juanda, Wedi, Gedangan, Sidoarjo, Jawa Timur.",(031) 82516555,1998,corsec@saraswanti.com

1046,SAPX,Satria Antaran Prima Tbk.,Transportasi & Logistik,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran,"INFRASTRUCTURE, UTILITIES & TRANSPORTATION",Transportation,2,"Kalibata Office Park, Jl. Raya Pasar Minggu No. 21 Blok G, Jakarta Selatan, 12740",(021) 22806611,Denny Parhan // corp.secretary@sap-express.com // (021) 22806611,www.sap-express.id,"Kalibata Office Park, Jl. Raya Pasar Minggu No. 21 Blok G, Jakarta Selatan, 12740",-,PT. Raya Saham Registra,70.837.829.4-061.000,-,True,03 Okt 2018,0.0,"PT Satria Antaran Prima Tbk (IDX: SAPX) bergerak dalam bidang jasa titipan, ekspedisi dan pergudangan, transportasi dan pengangkutan, jasa percetakan, keagenan dan outsourcing. Perusahaan memulai kegiatan komersilnya pada tahun 2014 dengan menjadi pionir dalam pengiriman barang berbasis aplikasi Android dan web. Perusahaan resmi listing di BEI pada tanggal 03 Oktober 2018 dan beralamat di Kalibata Office Park, Jl. Raya Pasar Minggu No. 21 Blok G, Jakarta Selatan, 12740.",(021) 22806627,09-September-2014,corp.secretary@sap-express.com

1056,SATU,Kota Satu Properti Tbk.,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,"PROPERTY, REAL ESTATE AND BUILDING CONSTRUCTION",Property and Real Estate,2,Jl. MT. Haryono Ruko The Amaya CA 1-3 Ungaran – Kabupaten Semarang 50511,+62 24 7690 1735; +62 24 7690 1000,Nathalia Iswanti Tjokrohadi // corsec@kotasatuproperti.com // +62 24 7690 1735; +62 24 7690 1000,www.kotasatuproperti.com,"Jl. MT. Haryono Ruko The Amaya CA 1-3 Ungaran � Kabupaten Semarang 50511",-,PT. Adimitra Jasa Korpora,31.606.205.8-508.000,-,True,05 Nov 2018,0.0,"PT Kota Satu Properti Tbk (IDX: SATU) adalah perusahaan yang bergerak di industri properti. Kegiatan usaha Perseroan dan Entitas Anak memiliki keterkaitan satu sama lain yaitu melakukan kegiatan pembangunan, pengelolaan dan perdagangan real estate/properti. Pada saat ini, kegiatan usaha yang dijalankan Perusahaan adalah pembangunan dan penjualan rumah tinggal pada proyek The Amaya di kota Ungaran, Kabupaten Semarang. Perusahaan mulai beroperasi secara komersial pada tahun 2013. Perusahaan resmi listing di BEI pada tanggal 05 November 2018 dan beralamat di Jl. MT. Haryono Ruko The Amaya CA 1-3 Ungaran – Kabupaten Semarang 50511.",+62 24 7690 1749,-,corsec@kotasatuproperti.com

1141,SBAT,Sejahtera Bintang Abadi Textile Tbk.,Barang Konsumen Non-Primer,Pakaian & Barang Mewah,Pakaian & Barang Mewah,Tekstil,MISCELLANEOUS INDUSTRY,"Textile, Garment",2,"Jl. Raya Cicalengka – Majalaya KM. 5 Desa Sri Rahayu, Kecamatan Cikancung Bandung – Jawa Barat 40396, Indonesia",(022) 7947 100/ 400,David Jonathan Sumito // corsec@sbatextile.com	 // (022) 7947 100/ 400,https://sbatextile.com/,-,>1000,PT. Bima Registra,02.176.347.9-441.000,-,True,8-Apr-2020,0.0,"PT Sejahtera Bintang Abadi Textile Tbk (IDX: SBAT) didirikan pada tanggal 17 Juli 2003. Perusahaan bergerak di bidang industry, khususnya tekstil serta memproduksi benang dari bahan daur ulang. Perusahaan resmi listing di BEI pada tanggal dan beralamat di Jl. Raya Cicalengka – Majalaya KM. 5 Desa Sri Rahayu, Kecamatan Cikancung Bandung – Jawa Barat 40396.",(022) 7947 200,2003,corsec@sbatextile.com

1208,SBMA,Surya Biru Murni Acetylene Tbk.,Barang Baku,Barang Baku,Barang Kimia,Barang Kimia Dasar,BASIC INDUSTRY AND CHEMICALS,Chemicals,2,"Jl. Jend. Sudirman No. 5-6, RT 016 Kelurahan Klandasan Ilir, Kecamatan Balikpapan Kota Balikpapan, Kalimantan Timur 76113",+62542 733600,Cintia Kasmiranti // corsec@suryabiru.com // +62542 733600,https://suryabirumurni.co.id/,-,-,PT. Bima Registra,01.150.545.0-725.000,-,True,08-Sep-2021,0.0,"PT Surya Biru Murni Acetylene Tbk (IDX: SBMA) didirikan pada tanggal 25 Oktober 1980 dengan nama PT. Surya Acetylene. Perusahaan bergerak di bidang industri kimia dasar anorganik gas dan perdagangan besar bahan dan barang kimia. Perusahaan mulai beroperasi secara komersial pada tahun 1982. Perusahaan resmi listing di BEI pada tanggal 08 September 2021 dan beralamat di Jl. Jend. Sudirman No. 5-6, RT 016 Kelurahan Klandasan Ilir, Kecamatan Balikpapan Kota Balikpapan, Kalimantan Timur 76113.",-,1980,corsec@suryabiru.com

443,SCCO,Supreme Cable Manufacturing & Commerce Tbk.,Perindustrian,Barang Perindustrian,Kelistrikan,Komponen & Peralatan Kelistrikan,MISCELLANEOUS INDUSTRY,Cable,1,Jakarta,(021) 3100525,Risti Saka // sccfin@cbn.net.id; corpsec@sucaco.com // (021) 3100525,-,Jl. Kebon Sirih No. 71   Jakarta  10340,935,PT. Sinartama Gunita,01.000.889.4-054.000,-,True,20 Jul 1982,200.0,"PTSupreme Cable Manufacturing & Commerce Tbk (IDX: SCCO) atau disingkat SUCACO bergerak di bidang produsen kabel. Produknya meliputi kabel telekomunikasi, kabel listrik dan kabel enamel. Produksi perusahaan ini dijual di pasar lokal dan ekspor. Perusahaan memulai produksi komersialnya pada tahun 1972. Perusahaan resmi listing di BEI pada tanggal 20 Juli 1982 dan beralamat di Jl. Kebon Sirih No. 71 Jakarta 10340.",(021) 31931119,09 November 1979,sccfin@cbn.net.id; corpsec@sucaco.com

444,SCMA,Surya Citra Media Tbk.,Barang Konsumen Non-Primer,Media & Hiburan,Media,Penyiaran,"TRADE, SERVICES, & INVESTMENT","Advertising, Printing, dan Media",1,Jakarta,2793 5599,Gilang Iskandar // gilang.iskandar@indosiar.com // 02127935599,http://www.scm.co.id,SCTV Tower -Senayan City  Jl. Asia Afrika Lot.19  Jakarta 10270,1192,PT BSR Indonesia,01.904.039.3-054.000,-,True,16 Jul 2002,70.0,"PT Surya Citra Media Tbk (IDX: SCMA) perusahaan bergerak dalam kegiatan yang berkaitan dengan layanan multimedia, hiburan, komunikasi, dan bidang pertelevisian. Perusahaan ini memiliki stasiun televisi terestrial swasta nasional SCTV dan Indosiar. Perusahaan mulai beroperasi secara komersial pada tahun 2002. PT. Elang Mahkota Teknologi Tbk (IDX: EMTK) adalah entitas induk utama perusahaan dan anak perusahaan. Perusahaan resmi listing di BEI pada tanggal 16 Juli 2002 dan beralamat di SCTV Tower -Senayan City Jl. Asia Afrika Lot.19 Jakarta 10270.",2793 5598,29 January 1999,hardijanto.s@scm.co.id

1160,SCNP,Selaras Citra Nusantara Perkasa Tbk.,Barang Konsumen Non-Primer,Barang Rumah Tangga,Barang Rumah Tangga,Peralatan Rumah Tangga,MISCELLANEOUS INDUSTRY,Electronics,2,"Jalan Raya Narogong Km. 19 Dusun Pasir Angin, Cileungsi, Bogor Jawa Barat 16820",(021) 8233320,Tumpal M. Sihombing // corsec@scnp.co.id // (021) 8233320,http://www.scnp.co.id/,-,-,PT. Datindo Entrycom,01.962.089.7-436.001,-,True,07-Sep-2020,0.0,"PT Selaras Citra Nusantara Perkasa Tbk (IDX: SCNP) didirikan pada tanggal 24 Januari 2000. Perusahaan bergerak dalam bidang industri alat-alat listrik untuk keperluan rumah tangga. Perusahaan resmi listing di BEI pada tanggal 07 September 2020 dan beralamat di Jalan Raya Narogong Km. 19 Dusun Pasir Angin, Cileungsi, Bogor Jawa Barat 16820.",(021) 8230232,24-Jan-2000,corsec@scnp.co.id

